sample-name,AB_used,f__Enterobacteriaceae,g__Bacteroides,g__Prevotella,g__Faecalibacterium,g__Roseburia,g__Blautia,g__Alistipes,g__Bifidobacterium,g__Akkermansia,g__Ruminococcus,g__Parabacteroides,g__Cronobacter,g__Gemmiger,g__Clostridium,g__Oscillospira,f__Ruminococcaceae,g__Dialister,g__Coprococcus,g__Pseudomonas,g__Dorea,g__Lachnospira,g__Phascolarctobacterium,f__Ruminococcaceae.1,g__Paraprevotella,g__Sutterella,f__Lachnospiraceae,other,g__Collinsella,f__Rikenellaceae,g__human,f__Erysipelotrichaceae,g__Clostridioides,f__RF32,g__Haemophilus,f__Christensenellaceae,g__Lachnobacterium,g__Streptococcus,f__YS2,f__Barnesiellaceae,g__Providencia,g__WAL_1855D,g__Bilophila,g__Finegoldia,f__Anaeroplasmataceae,f__Planococcaceae,g__Morganella,g__Jan-68,g__Anaerostipes,g__Odoribacter,g__Corynebacterium,g__Acidaminococcus,g__Lactococcus,g__Enterococcus,g__Serratia,g__Comamonas,f__S24-7,f__Comamonadaceae,g__Eubacterium,g__Butyricicoccus,g__Butyrivibrio,g__Catenibacterium,g__Peptoniphilus,g__Stenotrophomonas,g__SMB53,g__Proteus,g__Turicibacter,g__Veillonella,g__Desulfovibrio,g__Porphyromonas,g__Campylobacter,g__Megasphaera,f__ML615J-28,g__Bacillus,g__Brevundimonas,g__Anaerococcus,g__Shigella,f__RF39,g__Pediococcus,g__Lactobacillus,g__Delftia,f__Mogibacteriaceae,f__Bacteroidales,g__Anaerotruncus,f__Elusimicrobiaceae,g__Megamonas,f__Coriobacteriaceae,f__Fusobacteriaceae,f__Victivallaceae,f__Chitinophagaceae,g__Oxalobacter,f__Lactobacillaceae,g__Varibaculum,g__Eggerthella,f__Bacillaceae,g__RFN20,g__Adlercreutzia,f__Paraprevotellaceae,g__Fusobacterium,g__Coprobacillus,g__Butyricimonas,g__cc_115,g__Atopobium,g__ph2,g__Acinetobacter,g__Methanobrevibacter,g__Holdemania,g__Neisseria,g__Gardnerella,f__Pseudomonadaceae,g__Succinivibrio,g__Dysgonomonas,g__Sneathia,g__Succiniclasticum,g__Slackia,f__Peptostreptococcaceae,g__Shuttleworthia,g__Actinomyces,g__Oceanobacillus,g__Streptobacillus,g__Paenibacillus,f__Peptococcaceae,f__Streptomycetaceae,g__Mogibacterium,g__Flavobacterium,g__Peptostreptococcus,g__Parvimonas,f__Desulfovibrionaceae,g__Gallicola,g__Weissella,g__Cloacibacillus,g__rc4-4,g__Barnesiella,g__Pseudoxanthomonas,g__Thermoactinomyces,f__SHA-98,g__CF231,f__Bacillales,f__Alphaproteobacteria,f__Streptophyta,f__Carnobacteriaceae,g__Geobacillus,g__Peptococcus,g__Dehalobacterium,g__Leuconostoc,g__Treponema,g__Aggregatibacter,g__Anaerofilum,g__Victivallis,f__Oxalobacteraceae,g__Mobiluncus,f__Cerasicoccaceae,g__Mitsuokella,f__Burkholderiales,g__Streptomyces,g__Facklamia,g__Actinobacillus,f__Gemellaceae,g__Lactonifactor,g__Sphingobacterium,f__Thermoactinomycetaceae,g__Pseudoramibacter_Eubacterium,g__Achromobacter,f__Weeksellaceae,g__Ochrobactrum,g__Pseudoclavibacter,g__Sphingopyxis,g__Pyramidobacter,g__Helicobacter,f__Betaproteobacteria,g__Moryella,g__Sarcina,g__Brevibacterium,g__Anaerovibrio,g__Bulleidia,g__Rothia,g__Carnobacterium,f__Succinivibrionaceae,f__R4-45B,g__GW-34,g__Subdoligranulum,g__Ralstonia,g__Methanosphaera,g__Nocardiopsis,g__Christensenella,f__Aeromonadaceae,f__Veillonellaceae,f__SR1,f__Tissierellaceae,g__Solibacillus,g__Allobaculum,g__Agrobacterium,f__EtOH8,g__Tetragenococcus,g__Cloacibacterium,g__unclassified,g__Aerococcus,g__vadinCA11,f__Sphingomonadales,f__Pasteurellaceae,f__Lactobacillales,f__Actinomycetales,g__Micrococcus,g__Oribacterium,g__Synergistes,g__Pedobacter,g__Niabella,g__Staphylococcus,f__Dehalobacteriaceae,g__Anaerovorax,g__Acidovorax,f__Alcaligenaceae,f__MBA08,f__Synergistaceae,g__Dermabacter,g__Rummeliibacillus,g__Anaerofustis,g__Arcanobacterium,g__Leptotrichia,g__Epulopiscium,g__Sphingobium,g__Paracoccus,g__Shinella,g__Sphingomonas,g__Sporosarcina,g__Herminiimonas,g__Pseudobutyrivibrio,g__Oligella,f__RFP12,g__Brevibacillus,g__Chryseobacterium,g__Cupriavidus,g__Thermus,g__Tepidimonas,g__Sedimentibacter,g__Tannerella,g__Hydrogenophaga,f__Xanthomonadaceae,g__Mycoplasma,g__Leucobacter,g__Rikenella,g__Wohlfahrtiimonas,g__Methanomassiliicoccus,g__Granulicatella,g__Saprolegnia,g__Capnocytophaga,g__Sporobacter,g__Alloscardovia,g__Aminobacter,g__Deinococcus,g__Devosia,g__Actinobaculum,g__YRC22,g__Anaeroplasma,g__Jonquetella,g__Mucispirillum,g__Helcococcus,g__Nesterenkonia,g__Methyloversatilis,f__mitochondria,g__Enhydrobacter,f__Rhodocyclaceae,g__Gemella,g__Lautropia,g__Azospirillum,f__HA64,g__Alloiococcus,g__Paraeggerthella,g__Phenylobacterium,g__Moraxella,g__Halorhodospira,g__Desulfitobacter,g__Abiotrophia,f__Bacteroidaceae,g__Alicycliphilus,g__Psychrobacter,g__Ureaplasma,f__Caulobacteraceae,g__Meiothermus,g__Kocuria,g__Rhodococcus,f__Actinomycetaceae,g__Schlegelella,g__Olsenella,g__Enterobacter,g__Aeromicrobium,g__Elusimicrobium,g__Necropsobacter,f__Hydrogenophilaceae,g__Succinatimonas,f__Proteobacteria,g__Robinsoniella,g__Lachnoanaerobaculum,g__p-75-a5,g__Sediminibacterium,g__Scardovia,g__Massilia,g__Burkholderia,f__Bacteroidetes,g__Selenomonas,g__Virgibacillus,g__Trueperella,f__Microbacteriaceae,g__Caldicellulosiruptor,g__Catonella,f__Neisseriaceae,g__Tissierella_Soehngenia,f__Gammaproteobacteria,g__Prosthecobacter,g__Arthrobacter,f__ASSO-13,g__AF12,f__Rhizobiales,g__Syntrophomonas,f__Sphingomonadaceae,g__Phormidium,f__Pelobacteraceae,g__Novosphingobium,f__Nocardioidaceae,g__Brachybacterium,g__Lysobacter,g__Nitriliruptor,g__Dokdonella,g__Roseomonas,g__Chelatococcus,f__Nocardiopsaceae,g__Skermanella,f__Acetobacteraceae,g__Balneimonas,g__Xylanimicrobium,g__Petrobacter,f__JG30-KF-CM45,g__Citricoccus,f__Dietziaceae,g__Acanthamoeba,f__Gemm-3,g__Pelomonas,f__Cyclobacteriaceae,g__Pleomorphomonas,g__Alkalibacterium,f__Intrasporangiaceae,g__Cellulosimicrobium,g__Couchioplanes,f__Sinobacteraceae,f__Micromonosporaceae,g__Luteibacter,g__Jeotgalicoccus,g__Rheinheimera,f__Porphyromonadaceae,f__Prevotellaceae,f__Xanthobacteraceae,g__Caulobacter,g__Bradyrhizobium,g__Shewanella,f__Rs-045,g__Chthoniobacter,g__Halomonas,g__Reyranella,f__Phyllobacteriaceae,g__Paludibacter,g__Silanimonas,g__Aliivibrio,g__Kingella,g__Chelativorans,g__Caldicoprobacter,f__Acidimicrobiales,f__Solibacterales,f__Stramenopiles,g__Synechococcus,g__Rickettsiella,g__Schwartzia,f__Fibrobacteres,g__Cytophaga,g__Bisgaardia,f__Rhizobiale,f__Chloroplast,g__Aliihoeflea,g__Woodsholea,f__R4-41B,f__WPS-2,f__Streptococcaceae,f__Thermoanaerobacteraceae,f__Rickettsiales,g__Erythrobacter,f__Hyphomonadaceae,g__Arcobacter,g__Dietzia,f__Brucellaceae,g__Bdellovibrio,g__Simplicispira,f__Rhodobacteraceae,g__Aquabacterium,f__Verrucomicrobiaceae,g__Saccharomonospora,g__Marinibacillus,g__Luteimonas,g__Cetobacterium,g__Rhizobium,g__Sporomusa,g__Marinomonas,f__Bacilli,g__Anoxybacillus,g__Actinoplanes,f__Enterococcaceae,g__Thermoanaerobacterium,g__Cardiobacterium,g__Photobacterium,g__Thermicanus,g__Dermacoccus,g__Thermomonas,f__Firmicutes,g__Variovorax,g__Fluviicola,g__Chitinophaga,g__Anaerobiospirillum,g__Brochothrix,f__Sphingobacteriaceae,g__Lysinibacillus,f__Flavobacteriaceae,g__Adhaeribacter,g__Acetobacter,f__Legionellales,g__Kaistobacter,f__Aerococcaceae,g__Rhodobacter,g__Wautersiella,g__Ensifer,g__Helcobacillus,f__Rhizobiaceae,g__Alicyclobacillus,f__Staphylococcaceae,f__Methylobacteriaceae,g__Mycoplana,g__Sharpea,f__Solirubrobacterales,f__Paenibacillaceae,g__Brachyspira,g__Tetrathiobacter
ERR10359977,1,0.000458878,0.309954112,0.004647606,0.206953759,0.017225556,0.026214849,0.041722556,0.008930462,0.014742911,0.055924226,0.007494999,0.0,0.006894929,0.008506883,0.009636428,0.007212613,0.000647135,0.011318979,0.0,0.003906342,0.004612307,0.001800212,0.021579009,0.012942699,0.004435816,0.010354159,0.0,0.000458878,0.067760913,0.0,0.000435345,0.004882927,3.53e-05,0.0,0.002164961,0.0,0.000294152,0.09341099,0.004094599,0.0,0.001953171,0.002188493,0.001176609,0.0,0.0,0.0,0.000705965,0.000905989,4.71e-05,0.002094364,0.0,8.24e-05,0.0,0.0,0.0,0.0,0.0,0.000352983,0.000917755,0.0,0.0,0.001847276,0.0,0.0,0.0,0.002247323,5.88e-05,0.000553006,0.001070714,0.000164725,0.0,0.0,0.0,0.0,0.001706083,0.0,0.0,0.0,0.0,0.0,0.000882457,3.53e-05,0.001047182,0.0,0.0,0.000764796,0.0,0.002694435,0.0,0.0,0.0,0.000223556,0.0,0.0,0.0,0.000247088,0.0,0.000152959,0.00027062,0.0,0.0,0.0,0.000705965,0.0,0.0,0.000129427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105895,0.0,0.0,0.0,0.0,0.0,0.000117661,0.0,0.0,0.0,0.000435345,0.0,0.0,0.0,0.000282386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88e-05,0.0,5.88e-05,5.88e-05,0.0,0.0,0.0,0.000152959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000505942,0.0,0.000129427,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105895,0.0,0.0,0.0,0.00021179,0.0,0.0,0.000788328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR10360021,1,0.000345526,0.200071488,0.000798284,0.170797093,0.129202907,0.033301561,0.007863696,0.022578339,0.0,0.016489932,0.012415108,0.0,0.0,0.039020612,0.001501251,0.000214464,0.0,0.021279638,0.000309782,0.011783629,0.052817824,0.00731562,0.003300369,0.0,0.143750745,0.036435125,3.57e-05,0.001572739,0.000571905,0.0,0.007816037,0.004277374,0.0,0.008221137,0.0,0.001298701,0.014976766,8.34e-05,0.004158227,0.0,0.0,0.0,0.00017872,0.0,0.0,0.0,0.0,0.000548076,0.0,0.000142976,0.0,0.006231383,0.0,0.0,0.0,0.0,0.0,0.0,0.001882521,0.0,0.0,9.53e-05,0.0,0.0,0.0,0.006302871,0.007756464,0.0,0.0,9.53e-05,0.000107232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000869772,0.0,0.000333611,0.0,0.0,0.0,0.0,4.77e-05,0.0,0.000107232,0.0,0.0,0.0,0.0,4.77e-05,0.0,0.0,0.000285953,0.0,7.15e-05,0.000107232,0.0,0.0,5.96e-05,0.0,0.0,0.0,0.0,5.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000845943,0.0,0.001632313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34e-05,0.0,0.0,0.0,0.0,0.0,4.77e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011783629,0.002371023,0.0,0.0,0.0,5.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00114381,0.000238294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15e-05,0.0,0.0,0.0,0.000214464,8.34e-05,0.0,0.0,0.0,0.0,0.0,9.53e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96e-05,7.15e-05,0.0,0.0,0.00020255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000500417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96e-05,0.0,0.0,0.0,0.0,0.000142976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53e-05,0.0,0.0,0.0,8.34e-05,0.0,0.0,0.0,0.0,4.77e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR10360103,1,0.00144589,0.406406406,0.0,0.000889779,0.01523746,0.003225448,0.038816594,0.0,0.0,0.00333667,0.099766433,0.0,0.0,0.004226449,0.000556112,0.000889779,0.00144589,0.000778556,0.0,0.005561117,0.008675342,0.014347681,0.0,0.168390613,0.048381715,0.068957847,0.0,0.0,0.003447892,0.0,0.0,0.000889779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005894784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002891781,0.000778556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053275498,0.0,0.002558114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014014014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000222445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR10360111,1,0.0,0.440677966,0.0,0.0,0.050847458,0.0,0.084745763,0.0,0.0,0.084745763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084745763,0.101694915,0.084745763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR10360131,1,0.0,0.034176799,0.141442357,0.081259523,0.029994324,0.037477967,0.008155827,0.0,0.0,0.049398022,0.006288651,0.0,0.003540167,0.003017357,0.014758163,0.06430556,0.000134437,0.048516715,0.000911182,0.009022197,0.014847788,0.001747677,0.110895348,0.005765841,0.008663699,0.066800108,0.0,0.000134437,0.003599916,0.0,0.005362531,0.006452962,0.02724584,0.0,0.001822364,0.002584172,0.0,0.097556239,0.000298748,0.0,0.000911182,0.000253936,0.000358498,0.043064559,0.0,0.0,0.0,0.002838108,0.0,0.00132943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012711738,0.003181669,0.009948317,0.0,0.000627371,0.000194186,7.47e-05,0.0,0.0,0.000373435,0.0,0.000358498,0.0,0.0,0.004511098,0.000657246,0.0,0.000209124,0.0,0.014683476,0.0,0.000642309,0.0,0.001359305,0.0,0.0,0.0,0.0,0.001687928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004839722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000582559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000194186,0.00034356,0.000985869,0.0,0.0,0.0,0.0,0.000702058,0.0,0.0,0.0,0.0,0.0,0.0,0.000209124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001239805,0.0,0.0,0.0,0.0,0.000283811,0.0,0.0,0.0,0.00092612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000268873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000209124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00092612,0.0,0.001284617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000448122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000209124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000194186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
